id,code,description,category
5616,O241,"DIABETES MELLITUS IN PREGNANCY: PRE-EXISTING DIABETES MELLITUS, NON-INSULIN-DEPENDENT",15
5617,O242,DIABETES MELLITUS IN PREGNANCY: PRE-EXISTING MALNUTRITION-RELATED DIABETES MELLITUS,15
5618,O243,"DIABETES MELLITUS IN PREGNANCY: PRE-EXISTING DIABETES MELLITUS, UNSPECIFIED",15
5619,O244,DIABETES MELLITUS ARISING IN PREGNANCY,15
5620,O249,"DIABETES MELLITUS IN PREGNANCY, UNSPECIFIED",15
5621,O25X,MALNUTRITION IN PREGNANCY,15
5622,O260,EXCESSIVE WEIGHT GAIN IN PREGNANCY,15
5623,O261,LOW WEIGHT GAIN IN PREGNANCY,15
5624,O262,PREGNANCY CARE OF HABITUAL ABORTER,15
5625,O263,RETAINED INTRAUTERINE CONTRACEPTIVE DEVICE IN PREGNANCY,15
5626,O264,HERPES GESTATIONIS,15
5627,O265,MATERNAL HYPOTENSION SYNDROME,15
5628,O266,"LIVER DISORDERS IN PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5629,O267,"SUBLUXATION OF SYMPHYSIS (PUBIS) IN PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5630,O268,OTHER SPECIFIED PREGNANCY-RELATED CONDITIONS,15
5631,O269,"PREGNANCY-RELATED CONDITION, UNSPECIFIED",15
5632,O280,ABNORMAL HAEMATOLOGICAL FINDING ON ANTENATAL SCREENING OF MOTHER,15
5633,O281,ABNORMAL BIOCHEMICAL FINDING ON ANTENATAL SCREENING OF MOTHER,15
5634,O282,ABNORMAL CYTOLOGICAL FINDING ON ANTENATAL SCREENING OF MOTHER,15
5635,O283,ABNORMAL ULTRASONIC FINDING ON ANTENATAL SCREENING OF MOTHER,15
5636,O284,ABNORMAL RADIOLOGICAL FINDING ON ANTENATAL SCREENING OF MOTHER,15
5637,O285,ABNORMAL CHROMOSOMAL AND GENETIC FINDING ON ANTENATAL SCREENING OF MOTHER,15
5638,O288,OTHER ABNORMAL FINDINGS ON ANTENATAL SCREENING OF MOTHER,15
5639,O289,"ABNORMAL FINDING ON ANTENATAL SCREENING OF MOTHER, UNSPECIFIED",15
5640,O290,PULMONARY COMPLICATIONS OF ANAESTHESIA DURING PREGNANCY,15
5641,O291,CARDIAC COMPLICATIONS OF ANAESTHESIA DURING PREGNANCY,15
5642,O292,CENTRAL NERVOUS SYSTEM COMPLICATIONS OF ANAESTHESIA DURING PREGNANCY,15
5643,O293,TOXIC REACTION TO LOCAL ANAESTHESIA DURING PREGNANCY,15
5644,O294,SPINAL AND EPIDURAL ANAESTHESIA-INDUCED HEADACHE DURING PREGNANCY,15
5645,O295,OTHER COMPLICATIONS OF SPINAL AND EPIDURAL ANAESTHESIA DURING PREGNANCY,15
5646,O296,FAILED OR DIFFICULT INTUBATION DURING PREGNANCY,15
5647,O298,OTHER COMPLICATIONS OF ANAESTHESIA DURING PREGNANCY,15
5648,O299,"COMPLICATION OF ANAESTHESIA DURING PREGNANCY, UNSPECIFIED",15
5649,O300,TWIN PREGNANCY,15
5650,O301,TRIPLET PREGNANCY,15
5651,O302,QUADRUPLET PREGNANCY,15
5652,O308,OTHER MULTIPLE GESTATION,15
5653,O309,"MULTIPLE GESTATION, UNSPECIFIED",15
5654,O310,PAPYRACEOUS FETUS,15
5655,O311,CONTINUING PREGNANCY AFTER ABORTION OF ONE FETUS OR MORE,15
5656,O312,CONTINUING PREGNANCY AFTER INTRAUTERINE DEATH OF ONE FETUS OR MORE,15
5657,O318,OTHER COMPLICATIONS SPECIFIC TO MULTIPLE GESTATION,15
5658,O320,MATERNAL CARE FOR UNSTABLE LIE,15
5659,O321,MATERNAL CARE FOR BREECH PRESENTATION,15
5660,O322,MATERNAL CARE FOR TRANSVERSE AND OBLIQUE LIE,15
5661,O323,"MATERNAL CARE FOR FACE, BROW AND CHIN PRESENTATION",15
5662,O324,MATERNAL CARE FOR HIGH HEAD AT TERM,15
5663,O325,MATERNAL CARE FOR MULTIPLE GESTATION WITH MALPRESENTATION OF ONE FETUS OR MORE,15
5664,O326,MATERNAL CARE FOR COMPOUND PRESENTATION,15
5665,O328,MATERNAL CARE FOR OTHER MALPRESENTATION OF FETUS,15
5666,O329,"MATERNAL CARE FOR MALPRESENTATION OF FETUS, UNSPECIFIED",15
5667,O330,MATERNAL CARE FOR DISPROPORTION DUE TO DEFORMITY OF MATERNAL PELVIC BONES,15
5668,O331,MATERNAL CARE FOR DISPROPORTION DUE TO GENERALLY CONTRACTED PELVIS,15
5669,O332,MATERNAL CARE FOR DISPROPORTION DUE TO INLET CONTRACTION OF PELVIS,15
5670,O333,MATERNAL CARE FOR DISPROPORTION DUE TO OUTLET CONTRACTION OF PELVIS,15
5671,O334,MATERNAL CARE FOR DISPROPORTION OF MIXED MATERNAL AND FETAL ORIGIN,15
5672,O335,MATERNAL CARE FOR DISPROPORTION DUE TO UNUSUALLY LARGE FETUS,15
5673,O336,MATERNAL CARE FOR DISPROPORTION DUE TO HYDROCEPHALIC FETUS,15
5674,O337,MATERNAL CARE FOR DISPROPORTION DUE TO OTHER FETAL DEFORMITIES,15
5675,O338,MATERNAL CARE FOR DISPROPORTION OF OTHER ORIGIN,15
5676,O339,"MATERNAL CARE FOR DISPROPORTION, UNSPECIFIED",15
5677,O340,MATERNAL CARE FOR CONGENITAL MALFORMATION OF UTERUS,15
5678,O341,MATERNAL CARE FOR TUMOUR OF CORPUS UTERI,15
5679,O342,MATERNAL CARE DUE TO UTERINE SCAR FROM PREVIOUS SURGERY,15
5680,O343,MATERNAL CARE FOR CERVICAL INCOMPETENCE,15
5681,O344,MATERNAL CARE FOR OTHER ABNORMALITIES OF CERVIX,15
5682,O345,MATERNAL CARE FOR OTHER ABNORMALITIES OF GRAVID UTERUS,15
5683,O346,MATERNAL CARE FOR ABNORMALITY OF VAGINA,15
5684,O347,MATERNAL CARE FOR ABNORMALITY OF VULVA AND PERINEUM,15
5685,O348,MATERNAL CARE FOR OTHER ABNORMALITIES OF PELVIC ORGANS,15
5686,O349,"MATERNAL CARE FOR ABNORMALITY OF PELVIC ORGAN, UNSPECIFIED",15
5687,O350,MATERNAL CARE FOR (SUSPECTED) CENTRAL NERVOUS SYSTEM MALFORMATION IN FETUS,15
5688,O351,MATERNAL CARE FOR (SUSPECTED) CHROMOSOMAL ABNORMALITY IN FETUS,15
5689,O352,MATERNAL CARE FOR (SUSPECTED) HEREDITARY DISEASE IN FETUS,15
5690,O353,MATERNAL CARE FOR (SUSPECTED) DAMAGE TO FETUS FROM VIRAL DISEASE IN MOTHER,15
5691,O354,MATERNAL CARE FOR (SUSPECTED) DAMAGE TO FETUS FROM ALCOHOL,15
5692,O355,MATERNAL CARE FOR (SUSPECTED) DAMAGE TO FETUS BY DRUGS,15
5693,O356,MATERNAL CARE FOR (SUSPECTED) DAMAGE TO FETUS BY RADIATION,15
5694,O357,MATERNAL CARE FOR (SUSPECTED) DAMAGE TO FETUS BY OTHER MEDICAL PROCEDURES,15
5695,O358,MATERNAL CARE FOR OTHER (SUSPECTED) FETAL ABNORMALITY AND DAMAGE,15
5696,O359,"MATERNAL CARE FOR (SUSPECTED) FETAL ABNORMALITY AND DAMAGE, UNSPECIFIED",15
5697,O360,MATERNAL CARE FOR RHESUS ISOIMMUNIZATION,15
5698,O361,MATERNAL CARE FOR OTHER ISOIMMUNIZATION,15
5699,O362,MATERNAL CARE FOR HYDROPS FETALIS,15
5700,O363,MATERNAL CARE FOR SIGNS OF FETAL HYPOXIA,15
5701,O364,MATERNAL CARE FOR INTRAUTERINE DEATH,15
5702,O365,MATERNAL CARE FOR POOR FETAL GROWTH,15
5703,O366,MATERNAL CARE FOR EXCESSIVE FETAL GROWTH,15
5704,O367,MATERNAL CARE FOR VIABLE FETUS IN ABDOMINAL PREGNANCY,15
5705,O368,MATERNAL CARE FOR OTHER SPECIFIED FETAL PROBLEMS,15
5706,O369,"MATERNAL CARE FOR FETAL PROBLEM, UNSPECIFIED",15
5707,O40X,POLYHYDRAMNIOS,15
5708,O410,OLIGOHYDRAMNIOS,15
5709,O411,INFECTION OF AMNIOTIC SAC AND MEMBRANES,15
5710,O418,OTHER SPECIFIED DISORDERS OF AMNIOTIC FLUID AND MEMBRANES,15
5711,O419,"DISORDER OF AMNIOTIC FLUID AND MEMBRANES, UNSPECIFIED",15
5712,O420,"PREMATURE RUPTURE OF MEMBRANES, ONSET OF LABOUR WITHIN 24 HOURS",15
5713,O421,"PREMATURE RUPTURE OF MEMBRANES, ONSET OF LABOUR AFTER 24 HOURS",15
5714,O422,"PREMATURE RUPTURE OF MEMBRANES, LABOUR DELAYED BY THERAPY",15
5715,O429,"PREMATURE RUPTURE OF MEMBRANES, UNSPECIFIED",15
5716,O430,PLACENTAL TRANSFUSION SYNDROMES,15
5717,O431,MALFORMATION OF PLACENTA,15
5718,O438,OTHER PLACENTAL DISORDERS,15
5719,O439,"PLACENTAL DISORDER, UNSPECIFIED",15
5720,O440,PLACENTA PRAEVIA SPECIFIED AS WITHOUT HAEMORRHAGE,15
5721,O441,PLACENTA PRAEVIA WITH HAEMORRHAGE,15
5722,O450,PREMATURE SEPARATION OF PLACENTA WITH COAGULATION DEFECT,15
5723,O458,OTHER PREMATURE SEPARATION OF PLACENTA,15
5724,O459,"PREMATURE SEPARATION OF PLACENTA, UNSPECIFIED",15
5725,O460,ANTEPARTUM HAEMORRHAGE WITH COAGULATION DEFECT,15
5726,O468,OTHER ANTEPARTUM HAEMORRHAGE,15
5727,O469,"ANTEPARTUM HAEMORRHAGE, UNSPECIFIED",15
5728,O470,FALSE LABOUR BEFORE 37 COMPLETED WEEKS OF GESTATION,15
5729,O471,FALSE LABOUR AT OR AFTER 37 COMPLETED WEEKS OF GESTATION,15
5730,O479,"FALSE LABOUR, UNSPECIFIED",15
5731,O48X,PROLONGED PREGNANCY,15
5732,O600,PRETERM LABOUR WITHOUT DELIVERY,15
5733,O601,PRETERM LABOUR WITH PRETERM DELIVERY,15
5734,O602,PRETERM LABOUR WITH TERM DELIVERY,15
5735,O610,FAILED MEDICAL INDUCTION OF LABOUR,15
5736,O611,FAILED INSTRUMENTAL INDUCTION OF LABOUR,15
5737,O618,OTHER FAILED INDUCTION OF LABOUR,15
5738,O619,"FAILED INDUCTION OF LABOUR, UNSPECIFIED",15
5739,O620,PRIMARY INADEQUATE CONTRACTIONS,15
5740,O621,SECONDARY UTERINE INERTIA,15
5741,O622,OTHER UTERINE INERTIA,15
5742,O623,PRECIPITATE LABOUR,15
5743,O624,"HYPERTONIC, INCOORDINATE, AND PROLONGED UTERINE CONTRACTIONS",15
5744,O628,OTHER ABNORMALITIES OF FORCES OF LABOUR,15
5745,O629,"ABNORMALITY OF FORCES OF LABOUR, UNSPECIFIED",15
5746,O630,PROLONGED FIRST STAGE (OF LABOUR),15
5747,O631,PROLONGED SECOND STAGE (OF LABOUR),15
5748,O632,"DELAYED DELIVERY OF SECOND TWIN, TRIPLET, ETC.",15
5749,O639,"LONG LABOUR, UNSPECIFIED",15
5750,O640,OBSTRUCTED LABOUR DUE TO INCOMPLETE ROTATION OF FETAL HEAD,15
5751,O641,OBSTRUCTED LABOUR DUE TO BREECH PRESENTATION,15
5752,O642,OBSTRUCTED LABOUR DUE TO FACE PRESENTATION,15
5753,O643,OBSTRUCTED LABOUR DUE TO BROW PRESENTATION,15
5754,O644,OBSTRUCTED LABOUR DUE TO SHOULDER PRESENTATION,15
5755,O645,OBSTRUCTED LABOUR DUE TO COMPOUND PRESENTATION,15
5756,O648,OBSTRUCTED LABOUR DUE TO OTHER MALPOSITION AND MALPRESENTATION,15
5757,O649,"OBSTRUCTED LABOUR DUE TO MALPOSITION AND MALPRESENTATION, UNSPECIFIED",15
5758,O650,OBSTRUCTED LABOUR DUE TO DEFORMED PELVIS,15
5759,O651,OBSTRUCTED LABOUR DUE TO GENERALLY CONTRACTED PELVIS,15
5760,O652,OBSTRUCTED LABOUR DUE TO PELVIC INLET CONTRACTION,15
5761,O653,OBSTRUCTED LABOUR DUE TO PELVIC OUTLET AND MID-CAVITY CONTRACTION,15
5762,O654,"OBSTRUCTED LABOUR DUE TO FETOPELVIC DISPROPORTION, UNSPECIFIED",15
5763,O655,OBSTRUCTED LABOUR DUE TO ABNORMALITY OF MATERNAL PELVIC ORGANS,15
5764,O658,OBSTRUCTED LABOUR DUE TO OTHER MATERNAL PELVIC ABNORMALITIES,15
5765,O659,"OBSTRUCTED LABOUR DUE TO MATERNAL PELVIC ABNORMALITY, UNSPECIFIED",15
5766,O660,OBSTRUCTED LABOUR DUE TO SHOULDER DYSTOCIA,15
5767,O661,OBSTRUCTED LABOUR DUE TO LOCKED TWINS,15
5768,O662,OBSTRUCTED LABOUR DUE TO UNUSUALLY LARGE FETUS,15
5769,O663,OBSTRUCTED LABOUR DUE TO OTHER ABNORMALITIES OF FETUS,15
5770,O664,"FAILED TRIAL OF LABOUR, UNSPECIFIED",15
5771,O665,"FAILED APPLICATION OF VACUUM EXTRACTOR AND FORCEPS, UNSPECIFIED",15
5772,O668,OTHER SPECIFIED OBSTRUCTED LABOUR,15
5773,O669,"OBSTRUCTED LABOUR, UNSPECIFIED",15
5774,O670,INTRAPARTUM HAEMORRHAGE WITH COAGULATION DEFECT,15
5775,O678,OTHER INTRAPARTUM HAEMORRHAGE,15
5776,O679,"INTRAPARTUM HAEMORRHAGE, UNSPECIFIED",15
5777,O680,LABOUR AND DELIVERY COMPLICATED BY FETAL HEART RATE ANOMALY,15
5778,O681,LABOUR AND DELIVERY COMPLICATED BY MECONIUM IN AMNIOTIC FLUID,15
5779,O682,LABOUR AND DELIVERY COMPLICATED BY FETAL HEART RATE ANOMALY WITH MECONIUM IN AMNIOTIC FLUID,15
5780,O683,LABOUR AND DELIVERY COMPLICATED BY BIOCHEMICAL EVIDENCE OF FETAL STRESS,15
5781,O688,LABOUR AND DELIVERY COMPLICATED BY OTHER EVIDENCE OF FETAL STRESS,15
5782,O689,"LABOUR AND DELIVERY COMPLICATED BY FETAL STRESS, UNSPECIFIED",15
5783,O690,LABOUR AND DELIVERY COMPLICATED BY PROLAPSE OF CORD,15
5784,O691,"LABOUR AND DELIVERY COMPLICATED BY CORD AROUND NECK, WITH COMPRESSION",15
5785,O692,LABOUR AND DELIVERY COMPLICATED BY OTHER CORD ENTANGLEMENT,15
5786,O693,LABOUR AND DELIVERY COMPLICATED BY SHORT CORD,15
5787,O694,LABOUR AND DELIVERY COMPLICATED BY VASA PRAEVIA,15
5788,O695,LABOUR AND DELIVERY COMPLICATED BY VASCULAR LESION OF CORD,15
5789,O698,LABOUR AND DELIVERY COMPLICATED BY OTHER CORD COMPLICATIONS,15
5790,O699,"LABOUR AND DELIVERY COMPLICATED BY CORD COMPLICATION, UNSPECIFIED",15
5791,O700,FIRST DEGREE PERINEAL LACERATION DURING DELIVERY,15
5792,O701,SECOND DEGREE PERINEAL LACERATION DURING DELIVERY,15
5793,O702,THIRD DEGREE PERINEAL LACERATION DURING DELIVERY,15
5794,O703,FOURTH DEGREE PERINEAL LACERATION DURING DELIVERY,15
5795,O709,"PERINEAL LACERATION DURING DELIVERY, UNSPECIFIED",15
5796,O710,RUPTURE OF UTERUS BEFORE ONSET OF LABOUR,15
5797,O711,RUPTURE OF UTERUS DURING LABOUR,15
5798,O712,POSTPARTUM INVERSION OF UTERUS,15
5799,O713,OBSTETRIC LACERATION OF CERVIX,15
5800,O714,OBSTETRIC HIGH VAGINAL LACERATION ALONE,15
5801,O715,OTHER OBSTETRIC INJURY TO PELVIC ORGANS,15
5802,O716,OBSTETRIC DAMAGE TO PELVIC JOINTS AND LIGAMENTS,15
5803,O717,OBSTETRIC HAEMATOMA OF PELVIS,15
5804,O718,OTHER SPECIFIED OBSTETRIC TRAUMA,15
5805,O719,"OBSTETRIC TRAUMA, UNSPECIFIED",15
5806,O720,THIRD-STAGE HAEMORRHAGE,15
5807,O721,OTHER IMMEDIATE POSTPARTUM HAEMORRHAGE,15
5808,O722,DELAYED AND SECONDARY POSTPARTUM HAEMORRHAGE,15
5809,O723,POSTPARTUM COAGULATION DEFECTS,15
5810,O730,RETAINED PLACENTA WITHOUT HAEMORRHAGE,15
5811,O731,"RETAINED PORTIONS OF PLACENTA AND MEMBRANES, WITHOUT HAEMORRHAGE",15
5812,O740,ASPIRATION PNEUMONITIS DUE TO ANAESTHESIA DURING LABOUR AND DELIVERY,15
5813,O741,OTHER PULMONARY COMPLICATIONS OF ANAESTHESIA DURING LABOUR AND DELIVERY,15
5814,O742,CARDIAC COMPLICATIONS OF ANAESTHESIA DURING LABOUR AND DELIVERY,15
5815,O743,CENTRAL NERVOUS SYSTEM COMPLICATIONS OF ANAESTHESIA DURING LABOUR AND DELIVERY,15
5816,O744,TOXIC REACTION TO LOCAL ANAESTHESIA DURING LABOUR AND DELIVERY,15
5817,O745,SPINAL AND EPIDURAL ANAESTHESIA-INDUCED HEADACHE DURING LABOUR AND DELIVERY,15
5818,O746,OTHER COMPLICATIONS OF SPINAL AND EPIDURAL ANAESTHESIA DURING LABOUR AND DELIVERY,15
5819,O747,FAILED OR DIFFICULT INTUBATION DURING LABOUR AND DELIVERY,15
5820,O748,OTHER COMPLICATIONS OF ANAESTHESIA DURING LABOUR AND DELIVERY,15
5821,O749,"COMPLICATION OF ANAESTHESIA DURING LABOUR AND DELIVERY, UNSPECIFIED",15
5822,O750,MATERNAL DISTRESS DURING LABOUR AND DELIVERY,15
5823,O751,SHOCK DURING OR FOLLOWING LABOUR AND DELIVERY,15
5824,O752,"PYREXIA DURING LABOUR, NOT ELSEWHERE CLASSIFIED",15
5825,O753,OTHER INFECTION DURING LABOUR,15
5826,O754,OTHER COMPLICATIONS OF OBSTETRIC SURGERY AND PROCEDURES,15
5827,O755,DELAYED DELIVERY AFTER ARTIFICIAL RUPTURE OF MEMBRANES,15
5828,O756,DELAYED DELIVERY AFTER SPONTANEOUS OR UNSPECIFIED RUPTURE OF MEMBRANES,15
5829,O757,VAGINAL DELIVERY FOLLOWING PREVIOUS CAESAREAN SECTION,15
5830,O758,OTHER SPECIFIED COMPLICATIONS OF LABOUR AND DELIVERY,15
5831,O759,"COMPLICATION OF LABOUR AND DELIVERY, UNSPECIFIED",15
5832,O800,SPONTANEOUS VERTEX DELIVERY,15
5833,O801,SPONTANEOUS BREECH DELIVERY,15
5834,O808,OTHER SINGLE SPONTANEOUS DELIVERY,15
5835,O809,"SINGLE SPONTANEOUS DELIVERY, UNSPECIFIED",15
5836,O810,LOW FORCEPS DELIVERY,15
5837,O811,MID-CAVITY FORCEPS DELIVERY,15
5838,O812,MID-CAVITY FORCEPS WITH ROTATION,15
5839,O813,OTHER AND UNSPECIFIED FORCEPS DELIVERY,15
5840,O814,VACUUM EXTRACTOR DELIVERY,15
5841,O815,DELIVERY BY COMBINATION OF FORCEPS AND VACUUM EXTRACTOR,15
5842,O820,DELIVERY BY ELECTIVE CAESAREAN SECTION,15
5843,O821,DELIVERY BY EMERGENCY CAESAREAN SECTION,15
5844,O822,DELIVERY BY CAESAREAN HYSTERECTOMY,15
5845,O828,OTHER SINGLE DELIVERY BY CAESAREAN SECTION,15
5846,O829,"DELIVERY BY CAESAREAN SECTION, UNSPECIFIED",15
5847,O830,BREECH EXTRACTION,15
5848,O831,OTHER ASSISTED BREECH DELIVERY,15
5849,O832,OTHER MANIPULATION-ASSISTED DELIVERY,15
5850,O833,DELIVERY OF VIABLE FETUS IN ABDOMINAL PREGNANCY,15
5851,O834,DESTRUCTIVE OPERATION FOR DELIVERY,15
5852,O838,OTHER SPECIFIED ASSISTED SINGLE DELIVERY,15
5853,O839,"ASSISTED SINGLE DELIVERY, UNSPECIFIED",15
5854,O840,"MULTIPLE DELIVERY, ALL SPONTANEOUS",15
5855,O841,"MULTIPLE DELIVERY, ALL BY FORCEPS AND VACUUM EXTRACTOR",15
5856,O842,"MULTIPLE DELIVERY, ALL BY CAESAREAN SECTION",15
5857,O848,OTHER MULTIPLE DELIVERY,15
5858,O849,"MULTIPLE DELIVERY, UNSPECIFIED",15
5859,O85X,PUERPERAL SEPSIS,15
5860,O860,INFECTION OF OBSTETRIC SURGICAL WOUND,15
5861,O861,OTHER INFECTION OF GENITAL TRACT FOLLOWING DELIVERY,15
5862,O862,URINARY TRACT INFECTION FOLLOWING DELIVERY,15
5863,O863,OTHER GENITOURINARY TRACT INFECTIONS FOLLOWING DELIVERY,15
5864,O864,PYREXIA OF UNKNOWN ORIGIN FOLLOWING DELIVERY,15
5865,O868,OTHER SPECIFIED PUERPERAL INFECTIONS,15
5866,O870,SUPERFICIAL THROMBOPHLEBITIS IN THE PUERPERIUM,15
5867,O871,DEEP PHLEBOTHROMBOSIS IN THE PUERPERIUM,15
5868,O872,HAEMORRHOIDS IN THE PUERPERIUM,15
5869,O873,CEREBRAL VENOUS THROMBOSIS IN THE PUERPERIUM,15
5870,O878,OTHER VENOUS COMPLICATIONS IN THE PUERPERIUM,15
5871,O879,"VENOUS COMPLICATION IN THE PUERPERIUM, UNSPECIFIED",15
5872,O880,OBSTETRIC AIR EMBOLISM,15
5873,O881,AMNIOTIC FLUID EMBOLISM,15
5874,O882,OBSTETRIC BLOOD-CLOT EMBOLISM,15
5875,O883,OBSTETRIC PYAEMIC AND SEPTIC EMBOLISM,15
5876,O888,OTHER OBSTETRIC EMBOLISM,15
5877,O890,PULMONARY COMPLICATIONS OF ANAESTHESIA DURING THE PUERPERIUM,15
5878,O891,CARDIAC COMPLICATIONS OF ANAESTHESIA DURING THE PUERPERIUM,15
5879,O892,CENTRAL NERVOUS SYSTEM COMPLICATIONS OF ANAESTHESIA DURING THE PUERPERIUM,15
5880,O893,TOXIC REACTION TO LOCAL ANAESTHESIA DURING THE PUERPERIUM,15
5881,O894,SPINAL AND EPIDURAL ANAESTHESIA-INDUCED HEADACHE DURING THE PUERPERIUM,15
5882,O895,OTHER COMPLICATIONS OF SPINAL AND EPIDURAL ANAESTHESIA DURING THE PUERPERIUM,15
5883,O896,FAILED OR DIFFICULT INTUBATION DURING THE PUERPERIUM,15
5884,O898,OTHER COMPLICATIONS OF ANAESTHESIA DURING THE PUERPERIUM,15
5885,O899,"COMPLICATION OF ANAESTHESIA DURING THE PUERPERIUM, UNSPECIFIED",15
5886,O900,DISRUPTION OF CAESAREAN SECTION WOUND,15
5887,O901,DISRUPTION OF PERINEAL OBSTETRIC WOUND,15
5888,O902,HAEMATOMA OF OBSTETRIC WOUND,15
5889,O903,CARDIOMYOPATHY IN THE PUERPERIUM,15
5890,O904,POSTPARTUM ACUTE RENAL FAILURE,15
5891,O905,POSTPARTUM THYROIDITIS,15
5892,O908,"OTHER COMPLICATIONS OF THE PUERPERIUM, NOT ELSEWHERE CLASSIFIED",15
5893,O909,"COMPLICATION OF THE PUERPERIUM, UNSPECIFIED",15
5894,O910,INFECTION OF NIPPLE ASSOCIATED WITH CHILDBIRTH,15
5895,O911,ABSCESS OF BREAST ASSOCIATED WITH CHILDBIRTH,15
5896,O912,NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH,15
5897,O920,RETRACTED NIPPLE ASSOCIATED WITH CHILDBIRTH,15
5898,O921,CRACKED NIPPLE ASSOCIATED WITH CHILDBIRTH,15
5899,O922,OTHER AND UNSPECIFIED DISORDERS OF BREAST ASSOCIATED WITH CHILDBIRTH,15
5900,O923,AGALACTIA,15
5901,O924,HYPOGALACTIA,15
5902,O925,SUPPRESSED LACTATION,15
5903,O926,GALACTORRHOEA,15
5904,O927,OTHER AND UNSPECIFIED DISORDERS OF LACTATION,15
5905,O94X,"SEQUELAE OF COMPLICATION OF PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5906,O95X,OBSTETRIC DEATH OF UNSPECIFIED CAUSE,15
5907,O96X,DEATH FROM ANY OBSTETRIC CAUSE OCCURRING MORE THAN 42 DAYS BUT LESS THAN ONE YEAR AFTER DELIVERY,15
5908,O97X,DEATH FROM SEQUELAE OF DIRECT OBSTETRIC CAUSES,15
5909,O980,"TUBERCULOSIS COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5910,O981,"SYPHILIS COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5911,O982,"GONORRHOEA COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5912,O983,"OTHER INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5913,O984,"VIRAL HEPATITIS COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5914,O985,"OTHER VIRAL DISEASES COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5915,O986,"PROTOZOAL DISEASES COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5916,O988,"OTHER MATERNAL INFECTIOUS AND PARASITIC DISEASES COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5917,O989,"UNSPECIFIED MATERNAL INFECTIOUS OR PARASITIC DISEASE COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5918,O990,"ANAEMIA COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5919,O991,"OTHER DISEASES OF THE BLOOD AND BLOOD-FORMING ORGANS AND CERTAIN DISORDERS INVOLVING THE IMMUNE MECHANISM COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5920,O992,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5921,O993,"MENTAL DISORDERS AND DISEASES OF THE NERVOUS SYSTEM COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5922,O994,"DISEASES OF THE CIRCULATORY SYSTEM COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5923,O995,"DISEASES OF THE RESPIRATORY SYSTEM COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5924,O996,"DISEASES OF THE DIGESTIVE SYSTEM COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5925,O997,"DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUE COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5926,O998,"OTHER SPECIFIED DISEASES AND CONDITIONS COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5927,P000,FETUS AND NEWBORN AFFECTED BY MATERNAL HYPERTENSIVE DISORDERS,16
5928,P001,FETUS AND NEWBORN AFFECTED BY MATERNAL RENAL AND URINARY TRACT DISEASES,16
5929,P002,FETUS AND NEWBORN AFFECTED BY MATERNAL INFECTIOUS AND PARASITIC DISEASES,16
5930,P003,FETUS AND NEWBORN AFFECTED BY OTHER MATERNAL CIRCULATORY AND RESPIRATORY DISEASES,16
5931,P004,FETUS AND NEWBORN AFFECTED BY MATERNAL NUTRITIONAL DISORDERS,16
5932,P005,FETUS AND NEWBORN AFFECTED BY MATERNAL INJURY,16
5933,P006,FETUS AND NEWBORN AFFECTED BY SURGICAL PROCEDURE ON MOTHER,16
5934,P007,"FETUS AND NEWBORN AFFECTED BY OTHER MEDICAL PROCEDURES ON MOTHER, NOT ELSEWHERE CLASSIFIED",16
5935,P008,FETUS AND NEWBORN AFFECTED BY OTHER MATERNAL CONDITIONS,16
5936,P009,FETUS AND NEWBORN AFFECTED BY UNSPECIFIED MATERNAL CONDITION,16
5937,P010,FETUS AND NEWBORN AFFECTED BY INCOMPETENT CERVIX,16
