id,description,icd
8846,CARBON MONOXIDE POISONING,7213
8847,UNASCERTAINED ADVANCED DECOMPOSITION,7213
8848,CONGESTIVE CARDIAC FAILURE,3341
8849,ACUTE PANCREATITIS,4152
8850,RUPTURED THORACIC AORTIC ANEURYSM,3428
8851,CHRONIC BRONCHITIS,3657
8852,METASTATIC STOMACH CANCER,859
8853,METASTATIC GALLBLADDER CANCER,889
8854,ACUTE CARBON MONOXIDE POISONING,7213
8855,NON ISCHAEMIC CARDIOMYOPATHY,3295
8856,SEPTICAEMIA DUE TO PNEUMONIA,3591
8857,METASTATIC MELANOMA,959
8858,CHRONIC RENAL FAILURE,5193
8859,METASTATIC OESOPHAGEAL CANCER,850
8860,CARCINOMA OF URINARY BLADDER,1067
8861,METASTATIC SMALL CELL LUNG CARCINOMA,926
8862,CEREBRAL INFARCTION,3387
8863,CORONARY ARTERY DISEASE CONTRIBUTED BY HYPERTENSION,3225
8864,MALIGNANT NEOPLASM OF BLADDER,1067
8865,PULMONARY TUBERCULOSIS,72
8866,CARCINOMA OF LUNG,926
8867,HEAD AND CHEST INJURIES,7213
8868,METASTATIC CARCINOMA OF UNKNOWN PRIMARY,1148
8869,EPILEPSY,2554
8870,BRAIN CANCER,1093
8871,PNEUMONIA FOLLOWING HEAD INJURY,7213
8872,ADVANCED OVARIAN CANCER,1030
8873,OESOPHAGEAL CANCER,850
8874,GLIOBLASTOMA,1093
8875,METASTATIC BLADDER CARCINOMA,1067
8876,ISCHEMIC STROKE,3388
8877,CHOLANGIO CARCINOMA,883
8878,ISCHAEMIC HEART DISEASE CONTRIBUTED BY ENDSTAGE RENAL DISEASE,3232
8879,HEPATO CELLULAR CARCINOMA,882
8880,CARCINOMA OF UTERINE CERVIX,1022
8881,NON SMALL CELL LUNG CARCINOMA,926
8882,METASTATIC RECTOSIGMOID CARCINOMA,876
8883,FRACTURE DISLOCATION OF CERVICAL SPINE,7213
8884,ADVANCED GASTRIC CANCER,859
8885,BLEEDING GASTROINTESTINAL TRACT,4178
8886,METASTATIC ENDOMETRIAL CARCINOMA,1024
8887,CONSISTENT WITH CORONARY ARTERY DISEASE DECOMPOSED BODY,3225
8888,RECTUM CANCER,877
8889,ADVANCED LUNG CARCINOMA,926
8890,METASTATIC UROTHELIAL CANCER,1071
8891,PROSTATE CARCINOMA,1045
8892,METASTATIC CARCINOMA OF UNKNOWN ORIGIN,1148
8893,METASTATIC ESOPHAGEAL CANCER,850
8894,ADVANCED LIVER CANCER,888
8895,FIBROSIS AND CIRRHOSIS OF LIVER,4101
8896,ESOPHAGEAL CANCER,850
8897,B CELL LYMPHOMA,1177
8898,CANCER OF PANCREAS,901
8899,ADVANCED CHOLANGIOCARCINOMA,883
8900,BLADDER CARCINOMA,1067
8901,HYPERTENSIVE HEART DISEASE AND CORONARY ARTERY DISEASE,3186
8902,SPONTANEOUS INTRACEREBRAL HAEMORRHAGE STROKE,3375
8903,GALLBLADDER CANCER,889
8904,CORONARY ARTERY DISEASE AND CARDIOMEGALY,3225
8905,GALLBLADDER CARCINOMA,889
8906,INTRACRANIAL HEMORRHAGE,3378
8907,PNUEMONIA,3591
8908,METASTATIC COLON ADENOCARCINOMA,875
8909,ACUTE AIRWAY OBSTRUCTION BY FOREIGN BODY,7213
8910,HEALTHCARE ASSOCIATED PNEUMONIA,3591
8911,MASSIVE INTRACRANIAL HEMORRHAGE,3378
8912,PNEUMONIA CONTRIBUTED BY ISCHAEMIC HEART DISEASE,3232
8913,AORTIC DISSECTION,3427
8914,MENINGOENCEPHALITIS,2462
8915,CRANIOCEREBRAL INJURIES,7213
8916,CARCINOMA OF ENDOMETRIUM,1024
8917,METASTATIC CARCINOMA OF LUNG,926
8918,UNASCERTAINED BODY DECOMPOSED,7213
8919,ACUTE STROKE,3388
8920,ISCHAEMIC STROKE,3388
8921,MESOTHELIOMA,974
8922,RECTOSIGMOID CANCER,876
8923,CHOKING ON FOOD,7213
8924,RECTOSIGMOID CARCINOMA,876
8925,CONSISTENT WITH DROWNING,7213
8926,SMALL CELL LUNG CARCINOMA,926
8927,PNEUMONIA IN DISEASES CLASSIFIED ELSEWHERE,3591
8928,RUPTURED THORACIC AORTIC DISSECTION,3427
8929,CHRONIC RENAL DISEASE,5193
8930,HAEMOPERICARDIUM DUE TO RUPTURED MYOCARDIAL INFARCTION,3207
8931,METASTATIC CARCINOMA OF COLON,875
8932,PANCREAS CANCER,901
8933,MALIGNANT MESOTHELIOMA,974
8934,CARCINOMA OF GALLBLADDER,889
8935,ISCHAEMIC BOWEL,4004
8936,INTRACEREBRAL HAEMORRHAGE STROKE,3375
8937,ENDOMETRIAL CARCINOMA,1024
8938,ISCHAEMIC HEART DISEASE WITH SEPSIS,3232
8939,NASOPHARYNGEAL CANCER,833
8940,ISCHAEMIC HEART DISEASE AND PNEUMONIA,3232
8941,END STAGE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,3666
8942,CORONARY ARTERY DISEASE CONTRIBUTED BY HYPERTENSION AND HYPERLIPIDAEMIA,3225
8943,T CELL LYMPHOMA,1175
8944,NON ST ELEVATION MYOCARDIAL INFARCTION,3207
8945,MALIGNANT NEOPLASM OF CERVIX UTERI,1022
8946,METASTATIC CERVICAL CARCINOMA,1022
8947,METASTATIC CAECAL CANCER,866
8948,SPONTANEOUS SUBARACHNOID HEMORRHAGE,3366
8949,METASTATIC THYROID CANCER,1102
8950,SEVERE AORTIC STENOSIS,3264
8951,ISCHEMIC BOWEL,4004
8952,SIGMOID COLON CARCINOMA,873
8953,ACUTE MYOCARDIAL INFARCTION I21,3207
8954,CHEST INFECTION,3761
8955,ADVANCED PANCREATIC CARCINOMA,901
8956,ADENOCARCINOMA OF LUNG,926
8957,IDIOPATHIC PULMONARY FIBROSIS,3721
8958,METASTATIC ADENOCARCINOMA OF THE LUNG,926
8959,ACUTE EXACERBATION OF CHRONIC OBSTRUCTIVE LUNG DISEASE,3664
8960,METASTATIC UROTHELIAL CARCINOMA,1071
8961,CARCINOMA OF COLON,875
8962,CARDIOMEGALY WITH CORONARY ARTERY DISEASE,3225
8963,SEVERE PNEUMONIA,3591
8964,MULTIFOCAL HEPATOCELLULAR CARCINOMA,882
8965,EXTREME PREMATURITY,5981
8966,PNEUMONIA AND ISCHAEMIC HEART DISEASE,3232
8967,ACUTE EXACERBATION OF BRONCHIAL ASTHMA,3671
8968,ISCHAEMIC HEART DISEASE CONTRIBUTED BY HYPERTENSION HYPERLIPIDAEMIA,3232
8969,ACUTE MYOCARDIAC INFARCTION,3207
8970,BRAINSTEM STROKE,3388
8971,MALIGNANT NEOPLASM OF LIVER AND INTRAHEPATIC BILE DUCTS,888
8972,MYOCARDIAL INFARCT,3207
8973,METASTATIC CARCINOMA OF BREAST,1012
8974,ACUTE INTRACEREBRAL HAEMORRHAGE STROKE,3375
8975,ASTHMA,3670
8976,SUBARACHNOID HEMORRHAGE,3366
8977,ACUTE HAEMOPERICARDIUM DUE TO RUPTURED MYOCARDIAL INFARCTION,3207
8978,ISCHAEMIC HEART DISEASE CONTRIBUTED BY DIABETES MELLITUS WITH END STAGE RENAL FAILURE,3232
8979,DECOMPENSATED LIVER CIRRHOSIS,4101
8980,GASTROINTESTINAL STROMAL TUMOUR,902
8981,UROTHELIAL CARCINOMA,1071
8982,HYPERTENSIVE HEART DISEASE CONTRIBUTED BY ENDSTAGE RENAL DISEASE,3186
8983,CEREBRAL VASCULAR ACCIDENT,3388
8984,METASTATIC GALLBLADDER CARCINOMA,889
8985,ADVANCED NASOPHARYNGEAL CARCINOMA,833
8986,SQUAMOUS CELL CARCINOMA OF TONGUE,794
8987,METASTATIC CAECAL CARCINOMA,866
8988,PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA,1179
8989,METASTATIC ESOPHAGEAL CARCINOMA,850
8990,HYPERTENSIVE HEART DISEASE CONTRIBUTED BY HYPERLIPIDAEMIA,3186
8991,METASTATIC PANCREAS CANCER,901
8992,CORONARY ARTERY DISEASE CONTRIBUTED BY HYPERTENSION HYPERLIPIDAEMIA,3225
8993,INTRACEREBRAL HEMORRHAGE,3375
8994,ADVANCED LIVER CIRRHOSIS,4101
8995,CANCER OF LUNG,926
8996,METASTATIC ADENOCARCINOMA OF UNKNOWN PRIMARY,1148
8997,BACTERIAL PNEUMONIA NOT ELSEWHERE CLASSIFIED,3579
8998,HEALTHCARE ACQUIRED PNEUMONIA,3591
8999,CANCER OF CERVIX,1022
9000,RECTAL ADENOCARCINOMA,877
9001,SEVERE HEAD INJURY,7213
9002,METASTATIC OESOPHAGEAL CARCINOMA,850
9003,ACUTE CORONARY THROMBOSIS,3207
9004,CORONARY ARTERY DISEASE CONTRIBUTED BY DIABETES MELLITUS HYPERTENSION HYPERLIPIDAEMIA,3225
9005,MASSIVE INTRACEREBRAL HEMORRHAGE,3375
9006,ADVANCED PROSTATE CANCER,1045
9007,ACUTE LYMPHOBLASTIC LEUKEMIA,1189
9008,CORONARY OCCLUSION DUE TO CORONARY ATHEROSCLEROSIS,3207
9009,MASSIVE INTRACRANIAL HAEMORRHAGE,3378
9010,ISCHAEMIC BOWEL DISEASE,4004
9011,METASTATIC ADENOCARCINOMA,1148
9012,RUPTURED ACUTE MYOCARDIAL INFARCTION,3207
9013,ACUTE MYOCARDIAL INFRACTION,3207
9014,PHEUMONIA,3591
9015,ISCHAEMIC HEART DISEASE CONTRIBUTED BY HYPERTENSION AND HYPERLIPIDAEMIA,3232
9016,PNEUMONIA CONTRIBUTED BY HYPERTENSION,3591
9017,MYELODYSPLASTIC SYNDROMES,1501
9018,ACUTE PULMONARY THROMBOEMBOLISM,3234
9019,SYSTEMIC LUPUS ERYTHEMATOSUS,4712
9020,METASTATIC LEIOMYOSARCOMA,1003
9021,SEPSIS DUE TO URINARY TRACT INFECTION,5258
9022,ADVANCED RECTAL CANCER,877
9023,HYPERTENSIVE HEART DISEASE WITH PNEUMONIA,3186
9024,PULMONARY THROMBOEMBOLISM,3234
9025,CERVICAL CARCINOMA,1022
9026,TRAUMATIC ASPHYXIA,7213
9027,HYPERTROPHIC CARDIOMYOPATHY,3296
9028,METASTATIC UTERINE CANCER,1029
9029,ISCHAEMIC HEART DISEASE CONTRIBUTED BY PNEUMONIA,3232
9030,MALIGNANT NEOPLASM OF HYPOPHARYNX,839
9031,ISCHAEMIC HEART DISEASE CONTRIBUTED BY DIABETES MELLITUS HYPERTENSION HYPERLIPIDAEMIA,3232
9032,SPONTANEOUS ACUTE SUBARACHNOID HAEMORRHAGE,3366
9033,MIXED DRUG POISONING,7213
9034,ISCHAEMIC AND VALVULAR HEART DISEASE,3232
9035,ADVANCED CHRONIC OBSTRUCTIVE PULMONARY DISEASE,3666
9036,PEPTIC ULCER DISEASE,3914
9037,SPONTANEOUS SUBDURAL HAEMORRHAGE,3376
9038,HYPERTENSIVE HEART DISEASE CONTRIBUTED BY CEREBROVASCULAR ACCIDENT STROKE,3186
9039,SUBDURAL HAEMORRHAGE,7213
9040,OESOPHAGEAL CARCINOMA,850
9041,METASTATIC LIVER CANCER,888
9042,RHEUMATIC HEART DISEASE,3183
9043,CONSISTENT WITH UNDETERMINED NATURAL CAUSE,7212
9044,CORONARY ARTERY DISEASE CONTRIBUTED BY DIABETES MELLITUS,3225
9045,ACUTE CORONARY INSUFFICIENCY DUE TO SEVERE ATHEROMA,3222
9046,COMMUNITY ACQUIRED PNEUMONIA,3591
9047,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH PNEUMONIA,3666
9048,END STAGE HEART FAILURE,3343
9049,METASTATIC SARCOMA,1003
9050,THYROID CANCER,1102
9051,METASTATIC SIGMOID COLON CARCINOMA,873
9052,ISCHAEMIC AND HYPERTENSIVE HEART DISEASE,3186
9053,MALIGNANT NEOPLASM OF OROPHARYNX,827
9054,CARDIOMEGALY AND CORONARY ARTERY DISEASE,3225
9055,METASTATIC ADENOCARCINOMA OF UNKNOWN ORIGIN,1148
9056,CARCINOMA OF SIGMOID COLON,873
9057,ACUTE RENAL FAILURE,5190
9058,PERITONITIS,4061
9059,CANCER OF UNKNOWN ORIGIN,1148
9060,AMYOTROPHIC LATERAL SCLEROSIS,2483
9061,HYPERTENSIVE HEART DISEASE CONTRIBUTED BY CHRONIC OBSTRUCTIVE LUNG DISEASE,3186
9062,BLEEDING DUODENAL ULCER,3901
9063,INFECTIVE EXACERBATION OF BRONCHIECTASIS,3672
9064,BRONCHO PNEUMONIA,3587
9065,METASTATIC PROSTATE ADENOCARCINOMA,1045
9066,CEREBROVASCULAR INFARCTION,3387
9067,ACUTE LEUKEMIA,1217
9068,MYELOFIBROSIS,1503
9069,GASTROENTERITIS,59
9070,METASTATIC CARCINOMA BREAST,1012
9071,INFECTIVE EXACERBATION OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,3666
9072,ADVANCED GASTRIC CARCINOMA,859
9073,HEART FAILURE,3343
9074,CHEST AND ABDOMINAL INJURIES,7213
9075,ANAPLASTIC ASTROCYTOMA,1093
9076,ALCOHOLIC LIVER CIRRHOSIS,4074
9077,SQUAMOUS CELL LUNG CARCINOMA,926
9078,ACUTE SUBARACHNOID HAEMORRHAGE,3366
9079,ADVANCED STOMACH CANCER,859
9080,CARCINOMA OF ESOPHAGUS,850
9081,MASSIVE INTRACEREBRAL HAEMORRHAGE,3375
9082,BLUNT FORCE HEAD AND CHEST INJURIES,7213
9083,METASTATIC NON SMALL CELL CARCINOMA,926
9084,METASTATIC CARCINOMA COLON,875
9085,OTHER NONTRAUMATIC INTRACRANIAL HAEMORRHAGE,3378
9086,CARCINOMA OF UNKNOWN ORIGIN,1148
9087,DIFFUSE NON HODGKIN S LYMPHOMA,1169
9088,METASTATIC COLONIC CARCINOMA,875
9089,ACUTE CORONARY SYNDROME,3223
9090,CARCINOMA OF UNKNOWN PRIMARY,1148
9091,UTERINE CANCER,1029
9092,METASTATIC LUNG SQUAMOUS CELL CARCINOMA,926
9093,PNEUNOMIA,3591
9094,POSTERIOR CIRCULATION STROKE,3388
9095,END STAGE RENAL FAILURE SECONDARY TO DIABETIC NEPHROPATHY,1764
9096,ACUTE INTRACEREBELLAR HAEMORRHAGE,3375
9097,HYPERTENSIVE HEART DISEASE CONTRIBUTED BY PNEUMONIA,3186
9098,METASTATIC UTERINE LEIOMYOSARCOMA,1029
9099,RUPTURED HEPATOCELLULAR CARCINOMA,882
9100,DENGUE SHOCK SYNDROME,364
9101,DIABETIC KETOACIDOSIS,1763
9102,METASTATIC CANCER OF LUNG,926
9103,PNEUMONIA WITH ISCHAEMIC HEART DISEASE,3232
9104,CORONARY ARTERY DISEASE AND HYPERTENSIVE HEART DISEASE,3225
9105,METASTATIC LIPOSARCOMA,1003
9106,SIGMOID CANCER,873
9107,UROTHELIAL CANCER,1071
9108,CARCINOMA OF CERVIX,1022
9109,HOSPITAL ACQUIRED PNEUMONIA,3591
9110,CONSISTENT WITH CHOKING ON FOOD,7213
9111,PERFORATED VISCUS,6939
9112,CARCINOMA OF BREAST,1012
9113,ADVANCED CARCINOMA OF LUNG,926
9114,CONSISTENT WITH CORONARY ARTERY DISEASE,3225
9115,CONSISTENT WITH CORONARY ARTERY DISEASE BODY DECOMPOSED,3225
9116,METASTATIC SQUAMOUS CELL LUNG CANCER,926
9117,ADVANCED CERVICAL CANCER,1022
9118,METASTATIC CANCER OF COLON,875
9119,CORONARY ARTERY DISEASE CONTRIBUTED BY HYPERLIPIDAEMIA,3225
9120,ESOPHAGEAL CARCINOMA,850
9121,VALVULAR CARDIOMYOPATHY,3303
9122,RUPTURED AORTIC ANEURYSM,3434
9123,MALIGNANT NEOPLASM OF LARYNX,919
9124,RECURRENT MYOCARDIAL INFARCTION,3211
9125,CARDIOPULMONARY FAILURE,3232
9126,ACUTE GASTROENTERITIS,59
9127,MALIGNANT NEOPLASM OF OTHER AND ILL DEFINED SITES,1120
9128,CHRONIC MYELOID LEUKEMIA,1198
9129,SEPTICAEMIA DUE TO URINARY TRACT INFECTION,5258
9130,PNEUMONIA CONTRIBUTED BY DIABETES MELLITUS,3591
9131,LARGE B CELL LYMPHOMA,1163
9132,ADVANCED OVARIAN CARCINOMA,1030
9133,CARCINOMA OF THE LUNG,926
9134,RECURRENT PNEUMONIA,3591
9135,STATUS EPILEPTICUS,2559
9136,ADVANCED LUNG ADENOCARCINOMA,926
9137,KIDNEY CANCER,1055
9138,PERFORATED DUODENAL ULCER,3902
9139,CANCER OF COLON,875
9140,AORTIC STENOSIS,3264
9141,CANCER OF RECTUM,877
9142,CHRONIC OBSTRUCTIVE PULMONARY,3666
9143,ACUTE LEUKAEMIA,1217
9144,BRONCHOPNEUMONIA CONTRIBUTED BY ISCHAEMIC HEART DISEASE,3232
9145,CONSISTENT WITH ATHEROSCLEROTIC CARDIOVASCULAR DISEASE CONTRIBUTED BY DIABETES MELLITUS,3224
9146,NON ISCHEMIC CARDIOMYOPATHY,3295
9147,CAECAL CARCINOMA,866
9148,CANCER OF CAECUM,866
9149,CORONARY ARTERY DISEASE AND CARDIAC ENLARGEMENT,3225
9150,ISCHAEMIC HEART DISEASE CONTRIBUTED BY CEREBROVASCULAR ACCIDENT STROKE,3232
9151,LUNG CANCER WITH METASTASES,926
9152,METASTATIC HEPATOCELLULAR CANCER,882
9153,METASTATIC GASTROESOPHAGEAL JUNCTION ADENOCARCINOMA,851
9154,LIVER ABSCESS,4102
9155,MIXED DRUG INTOXICATION,7213
9156,METASTATIC RECTOSIGMOID ADENOCARCINOMA,876
9157,FOLLICULAR LYMPHOMA,1159
9158,METASTATIC CHOLANGIO CARCINOMA,883
9159,RECURRENT STROKE DISEASE,3421
9160,PNEUMONIA CONTRIBUTED BY HYPERTENSIVE HEART DISEASE,3186
9161,ADVANCED LYMPHOMA,1179
9162,DUODENAL CANCER,860
9163,ISCHAEMIC HEART DISEASE WITH END STAGE RENAL FAILURE,3232
9164,PNEUMONIA IN OTHER DISEASES CLASSIFIED ELSEWHERE J17 8,3591
9165,METASTATIC OSTEOSARCOMA,1144
9166,METASTATIC GASTROINTESTINAL STROMAL TUMOUR,902
9167,TONGUE CANCER,794
9168,INTESTINAL OBSTRUCTION,4011
9169,INFECTED SACRAL SORE,4475
9170,CONSISTENT WITH ISCHAEMIC HEART DISEASE DECOMPOSED BODY,3232
9171,METASTATIC LEFT BREAST CANCER,1012
9172,CONSISTENT WITH SMALL VESSEL CORONARY ARTERY DISEASE,3225
9173,CARDIAC ARRHYTHMIA,3340
9174,PERITONEAL CANCER,993
9175,PANCREATITIS,4152
9176,BRAIN TUMOUR,1479
9177,CARCINOMA IN SITU OF BREAST,1268
9178,DISSECTING AORTIC ANEURYSM,3427
9179,SEPSIS DUE TO PNEUMONIA AND URINARY TRACT INFECTION,5258
9180,HAEMORRHAGIC STROKE,3375
9181,CARCINOMA OF HEAD OF PANCREAS,894
9182,SEPTICAEMIA DUE TO PNEUMONIA CONTRIBUTED BY ISCHAEMIC HEART DISEASE,3232
9183,CONSISTENT WITH CHOKING,7213
9184,END STAGE ISCHAEMIC CARDIOMYOPATHY,3229
9185,CARDIAC ARREST,3327
9186,ADVANCED ENDOMETRIAL CANCER,1024
9187,SQUAMOUS CELL CARCINOMA OF LUNG,926
9188,PNEUMONIA FOLLOWING MULTIPLE INJURIES,7213
9189,ELECTROCUTION,7213
9190,HEMORRHAGIC STROKE,3375
9191,RUPTURED AORTIC DISSECTION,3427
9192,CEREBRO VASCULAR ACCIDENT,3388
9193,HAEMOPERICARDIUM DUE TO RUPTURED ACUTE MYOCARDIAL INFARCTION,3207
9194,CARCINOMA OF HYPOPHARYNX,839
9195,RENAL CELL CANCER,1055
9196,CONSISTENT WITH DROWNING BODY DECOMPOSED,7213
9197,OTHER SEPTICAEMIA,195
9198,CARCINOMA OF LARYNX,919
9199,ASPIRATION PNEUMONIA,3707
9200,ASCENDING COLON CANCER,868
9201,RIGHT MIDDLE CEREBRAL ARTERY INFARCT,3384
9202,RENAL FAILURE,5194
9203,ADVANCED HEPATOCELLULAR CANCER,882
9204,ADVANCED RENAL CELL CARCINOMA,1055
9205,CRYPTOGENIC LIVER CIRRHOSIS,4101
9206,PANCREATIC ADENOCARCINOMA,901
9207,HYPERTENSIVE AND VALVULAR HEART DISEASE,3186
9208,BREAST CANCER WITH METASTASES,1012
9209,MENINGIOMA,1417
9210,LIVER CELL CARCINOMA,882
9211,METASTATIC LARYNGEAL CANCER,919
9212,METASTATIC TRANSITIONAL CELL CARCINOMA,1071
9213,HYPERTENSIVE HEART DISEASE WITH CORONARY ARTERY DISEASE,3186
9214,METASTATIC TONGUE SQUAMOUS CELL CARCINOMA,794
9215,METASTATIC THYMOMA,927
9216,METASTATIC THYMIC CARCINOMA,927
9217,METASTATIC SQUAMOUS CELL LUNG CARCINOMA,926
9218,METASTATIC SQUAMOUS CELL CARCINOMA OF LUNG,926
9219,METASTATIC SIGMOID COLON ADENOCARCINOMA,873
9220,ACUTE MYOCARDIAL INFARCTION WITH CARDIOGENIC SHOCK,3207
9221,LARYNGEAL CANCER,919
9222,LEFT MIDDLE CEREBRAL ARTERY INFARCT,3384
9223,METASTATIC NEUROENDOCRINE CARCINOMA,1113
9224,METASTATIC PROSTATIC CARCINOMA,1045
9225,ACUTE MYOCARDIA INFARCTION,3207
9226,MYOCARDIAL FIBROSIS,3348
9227,ACUTE CEREBROVASCULAR ACCIDENT,3388
9228,INTRA ABDOMINAL SEPSIS,222
9229,METASTATIC CANCER OF PANCREAS,901
9230,METASTATIC CANCER,1148
9231,METASTATIC CAECAL ADENOCARCINOMA,866
9232,UTERINE LEIOMYOSARCOMA,1003
9233,ISCHAEMIC COLITIS,4004
9234,METASTATIC CARCINOMA,1148
9235,DIFFUSE INTRINSIC PONTINE GLIOMA,1091
9236,ISHEMIC HEART DISEASE,3232
9237,METASTIC LUNG CANCER,926
9238,METASTATIC RENAL CANCER,1055
9239,PULMONARY THROMBOEMBOLISM DUE TO DEEP VEIN THROMBOSIS,3234
9240,DECOMPENSATED ALCOHOLIC LIVER CIRRHOSIS,4074
9241,PYELONEPHRITIS,5159
9242,PERIPHERAL VASCULAR DISEASE,3446
9243,METASTATIC SQUAMOUS CELL CARCINOMA,1148
9244,METASTATIC SQUAMOUS CELL CARCINOMA OF TONGUE,794
9245,ISCHAEMIC HEART DISEASE CONTRIBUTED BY END STAGE RENAL FAILURE,3232
9246,ACUTE PULMONARY THROMBOEMBOLISM DUE TO DEEP VEIN THROMBOSIS,3234
9247,PNEUMONIA DUE TO OTHER INFECTIOUS ORGANISMS NOT ELSEWHERE CLASSIFIED J16,3581
9248,ISCHAEMIC HEART DISEASE CONTRIBUTED BY HYPERTENSION HYPERLIPIDAEMIA AND DIABETES MELLITUS,3232
9249,SPONTANEOUS CEREBELLAR HAEMORRHAGE,3371
9250,ACUTE PULMONARY EMBOLISM,3234
9251,METASTATIC THYROID CARCINOMA,1102
9252,PNEMONIA,3591
9253,ISCHAEHIC HEART DISEASE,3232
9254,METASTATIC THYMIC CANCER,927
9255,ADVANCED ENDOMETRIAL CARCINOMA,1024
9256,ISCHAEMIC HEART DISEASE CONTRIBUTED BY HYPERTENSION HYPERLIPIDAEMIA DIABETES MELLITUS,3232
9257,CORONARY ARTERY DISEASE CONTRIBUTED BY HYPERTENSION AND DIABETES MELLITUS,3225
9258,MANTLE CELL LYMPHOMA,1178
9259,MASSIVE SUBARACHNOID HAEMORRHAGE,3366
9260,MASSIVE SUBARACHNOID HEMORRHAGE,3366
9261,METASTATIC DUODENAL CARCINOMA,860
9262,ACUTE CHOLANGITIS,4139
9263,CARCINOMA OF TONGUE,794
9264,METASTATIC CARCINOMA OF RECTUM,877
9265,METASTATIC CARCINOMA OF PANCREAS,901
9266,CANCER PANCREAS,901
9267,SEPSIS SECONDARY TO URINARY TRACT INFECTION,5258
9268,CANCER OF RECTOSIGMOID JUNCTION,876
9269,CANCER OF APPENDIX,867
9270,BRAIN STEM STROKE,3388
9271,METASTATIC CANCER OF PROSTATE,1045
9272,BRONCHIAL ASTHMA,3670
9273,CENTRAL NERVOUS SYSTEM LYMPHOMA,1179
9274,ACUTE HAEMOPERICARDIUM DUE TO RUPTURED ASCENDING AORTIC DISSECTION,3427
9275,THYROID CARCINOMA,1102
9276,CHOLECYSTITIS,4131
9277,RETROPERITONEAL SARCOMA,991
9278,CONSISTENT WITH DROWNING DECOMPOSED BODY,7213
9279,HAEMOPERICARDIUM DUE TO RUPTURED ASCENDING AORTIC DISSECTION,3427
9280,ACUTE ISCHAEMIC STROKE,3388
9281,CONGENITAL HEART DISEASE,6406
9282,ANAPLASTIC THYROID CANCER,1102
9283,METASTATIC MALIGNANT MELANOMA,959
9284,COLON ADENOCARCINOMA,875
9285,TRAUMATIC HEAD INJURY,7213
9286,RUPTURED ASCENDING AORTIC ANEURYSM,3428
9287,RUPTURED DISSECTING AORTIC ANEURYSM,3427
9288,MALIGNANT NEOPLASM OF LUNG,926
9289,TUBERCULOUS PNEUMONIA,72
9290,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,893
9291,MALIGNANT NEOPLASM OF SMALL INTESTINE,865
9292,MALIGNANT NEOPLASM OF VULVA,1017
9293,ADVANCED COLORECTAL CANCER,877
9294,CORONARY ARTERY DISEASE CONTRIBUTED BY HYPERTENSION DIABETES MELLITUS AND HYPERLIPIDAEMIA,3225
9295,SQUAMOUS CELL CARCINOMA OF THE LUNG,926
9296,SPONTANEOUS PONTINE HAEMORRHAGE,3370
9297,HEAD INJURY WITH PNEUMONIA,7213
9298,NON HODGKIN LYMPHOMA,1179
9299,SQUAMOUS CELL LUNG CANCER,926
9300,HYPOXIC ISCHAEMIC ENCEPHALOPATHY FOLLOWING NEAR DROWNING,7213
9301,MULTIPLE MYELOMA AND MALIGNANT PLASMA CELL NEOPLASMS,1186
9302,HODGKIN S LYMPHOMA,1154
9303,HYPERTENSIVE HEART DISEASE WITH CHRONIC KIDNEY DISEASE,3186
9304,NECROTISING FASCIITIS,4891
9305,METASTATIC COLORECTAL ADENOCARCINOMA,877
9306,SACRAL OSTEOMYELITIS,4985
9307,CHRONIC MYELOMONOCYTIC LEUKAEMIA,1203
9308,CARCINOMA OF URETER,1057
9309,CORONARY ARTERY DISEASE CONTRIBUTED BY DIABETES MELLITUS HYPERTENSION,3225
9310,ADENOCARCINOMA OF RECTUM,877
9311,METASTATIC ANGIOSARCOMA,1003
9312,PNEUMONIA WITH SEPTIC SHOCK,3591
9313,ADVANCED BLADDER CANCER,1067
9314,MALIGNANT NEOPLASM OF RETROPERITONEUM AND PERITONEUM,991
9315,CEREBRAL PALSY,2711
9316,END STAGE HEART DISEASE,3353
9317,CHRONIC OBSTRUCTIVE AIRWAY DISEASE,3666
9318,METASTATIC NEUROENDOCRINE TUMOUR,1148
9319,LIPOSARCOMA,1003
9320,SMALL CORONARY ARTERY DISEASE,3225
9321,PENUMONIA,3591
9322,CANCER OF STOMACH,859
9323,MALIGNANT MELANOMA OF SKIN,959
9324,MALIGNANT MELANOMA,959
9325,METASTATIC GASTROESOPHAGEAL CANCER,851
9326,CARCINOMA OF UTERUS,1029
9327,RELAPSED DIFFUSE LARGE B CELL LYMPHOMA,1163
9328,HIGH GRADE GLIOMA,1093
9329,END STAGE RENAL FAILURE SECONDARY TO DIABETES MELLITUS,1764
9330,METASTATIC TONSILLAR CARCINOMA,820
9331,NASO PHARYNGEAL CANCER,833
9332,END STAGE RENAL DISEASE CONTRIBUTED BY ISCHAEMIC HEART DISEASE,5191
9333,METASTATIC CARCINOMA OF OVARY,1030
9334,END STAGE LIVER DISEASE,4118
9335,SEVERE ASTHMA,3671
9336,MALIGNANT NEOPLASM OF PENIS,1044
